,credit,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
12137,1,F,Y,Y,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,0,0,Accountants,1,-12
12138,1,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21717,1,0,0,0,No,2,-42
12139,1,M,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-12821,-567,0,1,0,Laborers,2,-4
12140,1,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14130,-2877,1,1,1,Private service staff,2,-19
12141,1,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-13174,-2477,0,0,0,Managers,4,-29
12142,1,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21967,1,0,0,0,No,2,-8
12143,1,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-21026,-11448,0,1,0,Unknown,2,-36
12144,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-13445,-2728,0,1,0,Laborers,1,-9
12145,1,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482,-2878,0,0,0,Laborers,2,-50
12146,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,0,0,0,Unknown,2,-44
12147,1,F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,1,0,0,0,No,2,-2
12148,1,F,N,Y,0,166500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-468,0,1,0,Accountants,2,-35
12149,1,M,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17887,-567,1,0,0,Drivers,2,-10
12150,1,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16143,-8479,0,0,0,Private service staff,3,-22
12151,0,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,0,Laborers,2,-4
12152,1,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17524,-2182,1,1,0,Laborers,2,-8
12153,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13566,-1900,1,0,0,High skill tech staff,2,-25
12154,1,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-23369,-3437,0,1,0,Managers,1,-5
12155,1,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,1,0,0,0,No,2,-1
12156,1,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18439,-2758,0,0,0,Laborers,2,-32
12157,0,M,N,Y,0,135000.0,Working,Higher education,Married,With parents,-14734,-3172,1,1,0,Unknown,2,-41
12158,1,M,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-11295,-4441,0,0,0,Laborers,1,-44
12159,0,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-683,0,0,0,Sales staff,2,-2
12160,1,F,N,N,1,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-10334,-1508,1,1,0,Medicine staff,2,-5
12161,1,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,1,0,1,0,No,2,-8
12162,1,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16496,-338,0,0,0,Medicine staff,1,-19
12163,1,F,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,-18068,-8870,0,0,0,Medicine staff,1,-46
12164,1,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,-12677,-5587,0,0,0,Medicine staff,2,-10
12165,0,F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20669,-13102,1,0,0,Medicine staff,1,-19
12166,0,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20407,1,0,1,0,No,2,-37
12167,1,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20726,1,0,0,0,No,2,-12
12168,1,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,1,0,0,0,No,2,-1
12169,1,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10671,-1266,0,0,0,Private service staff,2,-4
12170,1,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,-17164,-9363,0,0,0,Medicine staff,2,-16
12171,1,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,0,0,1,Managers,2,-46
12172,1,F,N,Y,0,112500.0,State servant,Higher education,Married,Municipal apartment,-22339,-4540,0,0,0,Accountants,2,-27
12173,1,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19654,-1751,0,1,0,Unknown,2,-60
12174,0,F,N,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-11729,-1153,0,0,0,Managers,4,-17
12175,1,M,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-20815,-829,0,0,1,Security staff,2,-3
12176,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,1,0,0,0,No,2,-49
12177,1,F,N,Y,0,204750.0,Working,Secondary / secondary special,Widow,House / apartment,-21240,-1495,1,0,0,Unknown,1,-30
12178,1,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14360,-1565,0,0,0,Cleaning staff,4,-47
12179,1,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,-24295,1,0,0,0,No,1,-1
12180,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10386,-412,1,0,0,Unknown,1,-8
12181,1,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-17416,-201,0,0,0,Unknown,3,-9
12182,1,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-19299,-614,0,1,0,Unknown,2,-36
12183,0,F,Y,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,0,0,Unknown,3,-17
12184,1,F,N,Y,0,81000.0,State servant,Higher education,Widow,House / apartment,-19439,-6712,0,0,0,High skill tech staff,1,-35
12185,1,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24194,1,0,0,0,No,2,-28
12186,1,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,0,0,0,Laborers,1,-24
12187,1,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13139,-1412,0,0,0,Private service staff,2,-5
12188,1,M,N,N,1,270000.0,Working,Higher education,Married,House / apartment,-10108,-1473,1,0,0,High skill tech staff,3,-9
12189,1,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-3999,0,1,0,Sales staff,2,-41
12190,0,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17542,-645,0,0,1,Drivers,2,-53
12191,0,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,0,0,Sales staff,2,-25
12192,1,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,0,1,0,Drivers,4,-49
12193,1,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17644,-7840,0,0,0,Laborers,2,-45
12194,1,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-18838,-5981,0,0,0,Managers,2,-32
12195,0,F,Y,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-14499,-2860,0,0,0,Accountants,3,-26
12196,0,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18281,-3596,0,0,0,Laborers,2,-19
12197,1,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11734,-2164,0,1,1,High skill tech staff,1,-51
12198,1,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15655,-1191,0,0,0,Sales staff,3,-13
12199,1,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-10952,-3577,1,0,0,Laborers,2,-8
12200,1,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-9242,-139,0,0,0,Accountants,2,-9
12201,0,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,With parents,-10774,-2592,0,0,0,Unknown,3,-16
12202,1,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10072,-1101,1,1,0,Core staff,1,-13
12203,1,F,N,Y,2,60750.0,Commercial associate,Higher education,Married,House / apartment,-10687,-1981,1,1,0,Core staff,4,-58
12204,0,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12801,-4357,0,0,0,Laborers,4,-28
12205,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,0,Laborers,3,-18
12206,0,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20692,1,0,1,0,No,1,-28
12207,0,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21065,1,0,1,0,No,2,-31
12208,0,F,N,Y,0,360000.0,Working,Higher education,Single / not married,House / apartment,-16912,-1462,0,0,0,Core staff,1,-3
12209,1,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11926,-1166,1,0,0,Cooking staff,3,-10
12210,0,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20451,1,0,0,0,No,1,-41
12211,1,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20875,-3785,0,0,0,High skill tech staff,2,-58
12212,1,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22042,1,0,0,0,No,2,-22
12213,1,F,N,Y,0,157500.0,Working,Higher education,Separated,House / apartment,-17618,-3748,0,0,0,Unknown,1,-35
12214,1,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-9839,-1835,1,0,0,Laborers,4,-3
12215,1,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,1,0,0,0,No,2,-48
12216,1,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-12379,-4453,0,0,1,Sales staff,2,-50
12217,1,F,N,N,0,180000.0,Working,Higher education,Single / not married,House / apartment,-13619,-385,0,0,0,IT staff,1,-52
12218,1,M,Y,Y,1,800000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16923,-2537,0,0,0,High skill tech staff,3,-38
12219,1,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-13528,-980,1,1,0,Core staff,3,-15
12220,0,F,Y,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15525,-3357,0,0,0,Accountants,4,-24
12221,1,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,-10530,-2165,0,0,0,High skill tech staff,3,-25
12222,1,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448,-3392,1,1,1,Realty agents,3,-29
12223,1,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22895,-15713,0,0,0,Medicine staff,2,-16
12224,1,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23408,1,0,0,0,No,2,-11
12225,1,F,N,Y,0,126000.0,State servant,Incomplete higher,Married,House / apartment,-17529,-1716,0,0,0,Unknown,2,-25
12226,1,M,Y,N,2,225000.0,Working,Higher education,Married,House / apartment,-10241,-743,0,0,0,Unknown,4,-28
12227,1,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483,-4039,0,0,0,Managers,2,-53
12228,1,F,Y,Y,1,315000.0,State servant,Higher education,Married,House / apartment,-13771,-2080,0,0,0,Core staff,3,-60
12229,1,M,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-10367,-2389,0,1,0,Sales staff,2,-26
12230,1,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14677,-3938,1,0,0,Laborers,4,-35
12231,0,F,N,N,1,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,-9538,-827,0,0,0,Medicine staff,3,-23
12232,0,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11757,-778,0,0,0,Laborers,2,-18
12233,1,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-10868,-1266,1,1,1,Accountants,2,-53
12234,1,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24665,1,0,0,0,No,2,-35
12235,1,M,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-12348,-380,0,1,0,Unknown,3,-29
12236,1,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,0,0,Core staff,1,-6
12237,1,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,0,0,0,Drivers,2,-39
12238,1,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483,-4039,0,0,0,Managers,2,-50
12239,1,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,0,1,0,Drivers,1,-12
12240,1,F,N,N,0,112500.0,State servant,Higher education,Married,House / apartment,-13574,-188,0,1,0,Core staff,2,-28
12241,0,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22179,1,0,0,0,No,2,-15
12242,0,M,N,Y,1,382500.0,Working,Secondary / secondary special,Married,House / apartment,-12791,-460,0,0,0,Unknown,3,-38
12243,1,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14770,-1173,0,0,0,Drivers,4,-4
12244,1,M,Y,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-9918,-428,0,0,0,Managers,1,-30
12245,0,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,-16834,-1692,0,0,0,Medicine staff,1,-6
12246,0,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,-17274,-1348,0,1,0,Laborers,2,-16
12247,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,1,0,1,0,No,1,-47
12248,1,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,-19063,-2213,1,1,1,Laborers,1,-50
12249,1,M,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10257,-523,0,0,0,Drivers,3,-21
12250,1,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,-10143,-387,0,0,1,Core staff,1,-35
12251,1,F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-14362,-3414,0,0,0,Sales staff,3,-14
12252,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15675,-305,0,0,0,Sales staff,2,-59
12253,0,F,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,-15527,-3792,1,1,0,Accountants,2,-29
12254,1,F,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14616,-4543,1,1,1,Unknown,3,-48
12255,1,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,0,0,0,Medicine staff,2,-31
12256,1,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-3806,0,0,0,Core staff,3,-36
12257,1,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439,-6094,1,0,0,Core staff,4,-15
12258,1,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20298,-3282,0,0,0,Medicine staff,2,-14
12259,0,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,0,0,0,Core staff,1,-2
12260,1,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-11716,-460,0,0,0,Managers,4,-56
12261,1,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,-9009,-864,0,0,0,Laborers,2,-1
12262,1,F,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-13100,-2013,0,0,1,Unknown,2,0
12263,1,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21720,1,0,0,1,No,1,-53
12264,1,F,Y,Y,1,157500.0,Working,Higher education,Married,House / apartment,-14785,-4872,0,0,0,Managers,3,-24
12265,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,0,0,1,High skill tech staff,2,-18
12266,1,M,N,Y,0,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-19632,-2208,1,0,0,Drivers,1,-41
12267,1,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13832,-430,1,0,0,Laborers,4,-17
12268,1,F,N,Y,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24058,1,0,1,0,No,2,-50
12269,1,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,0,Managers,2,-12
12270,1,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,0,1,1,Drivers,2,-4
12271,1,F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-12656,-368,0,0,0,Sales staff,2,-31
12272,0,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16173,-674,0,0,0,Sales staff,2,-22
12273,1,F,N,N,2,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-14307,-188,0,0,0,Laborers,3,-23
12274,1,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19046,-5618,0,0,0,Laborers,1,-6
12275,1,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,0,0,0,Sales staff,2,-17
12276,1,F,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13417,-3931,1,1,0,Accountants,1,-46
12277,1,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23579,1,0,0,0,No,2,-42
12278,1,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-11984,-2043,0,0,1,Core staff,1,-54
12279,1,F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,-11007,-762,0,0,0,Unknown,3,-51
12280,1,M,N,Y,2,270000.0,Working,Higher education,Married,House / apartment,-11951,-1447,0,0,1,Managers,4,-18
12281,1,F,N,N,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10139,-136,0,0,0,Core staff,1,-7
12282,1,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028,1,0,0,0,No,2,-28
12283,1,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-12450,-1466,0,0,0,Laborers,3,-8
12284,1,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-9961,-1775,0,0,0,Unknown,3,0
12285,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17216,-1138,0,0,0,Laborers,1,-6
12286,1,F,N,N,0,135000.0,State servant,Higher education,Single / not married,House / apartment,-10370,-1384,1,0,0,Accountants,1,-38
12287,1,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20608,1,0,0,0,No,2,-15
12288,0,F,Y,N,1,387000.0,Working,Higher education,Married,House / apartment,-13168,-2574,0,0,0,Managers,3,-22
12289,1,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19991,-1692,1,1,0,Security staff,2,-23
12290,1,F,N,N,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23283,1,0,1,0,No,2,-3
12291,1,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13300,-3668,0,1,0,Unknown,5,-42
12292,1,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-14344,-3443,0,0,0,Laborers,2,-6
12293,0,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19003,-11785,0,0,0,Medicine staff,2,-17
12294,1,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-1048,1,1,0,Accountants,2,-20
12295,1,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,-11621,-2349,0,1,0,Unknown,1,-20
12296,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14046,-1306,1,1,0,Sales staff,2,-33
12297,1,M,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13649,-412,0,0,0,Unknown,3,-8
12298,1,F,N,Y,1,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18797,1,0,1,0,No,3,-7
12299,1,F,Y,N,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-13891,-7080,1,1,0,Medicine staff,3,-39
12300,1,M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-9943,-554,1,0,0,Managers,3,-50
12301,0,M,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-9561,-2248,0,0,0,Core staff,2,-32
12302,1,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,0,0,1,Unknown,4,-41
12303,1,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,0,1,1,Security staff,2,-8
12304,1,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-14966,-170,0,0,0,Unknown,2,-51
12305,1,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13483,-1816,1,1,0,Laborers,2,-29
12306,1,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-2027,0,0,0,Managers,1,-8
12307,1,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10989,-135,1,1,0,Unknown,3,-12
12308,0,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,0,0,0,Laborers,3,-41
12309,0,M,Y,N,0,184135.5,Working,Secondary / secondary special,Married,House / apartment,-22434,-378,1,0,0,Sales staff,2,-15
12310,1,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,0,0,0,Medicine staff,2,-32
12311,1,F,N,Y,0,180000.0,State servant,Higher education,Civil marriage,House / apartment,-16490,-2750,0,1,0,High skill tech staff,2,-30
12312,1,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,0,0,0,Laborers,2,-16
12313,1,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16693,-6678,0,0,0,Unknown,2,-16
12314,1,M,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-20008,-5585,0,0,0,Security staff,2,-21
12315,1,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11734,-2164,0,1,1,High skill tech staff,1,-25
12316,1,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585,-235,0,0,0,Drivers,2,-38
12317,1,F,N,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-15083,-847,0,0,0,High skill tech staff,3,-30
12318,1,M,N,N,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16621,-221,0,0,0,Unknown,2,-10
12319,0,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,With parents,-13847,-366,0,1,0,Medicine staff,4,-24
12320,1,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12571,-451,1,0,1,Drivers,3,-28
12321,1,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,3,-22
12322,1,F,N,N,0,189000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18452,-137,0,0,0,Laborers,2,-37
12323,0,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,0,0,0,Accountants,1,-5
12324,1,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13532,-3870,0,0,0,Laborers,4,-43
12325,0,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15975,-8760,0,0,0,Private service staff,3,-52
12326,1,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10900,-1436,0,0,0,Sales staff,3,-26
12327,1,M,Y,N,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16538,-3846,1,0,0,Managers,3,-32
12328,1,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615,-339,0,0,0,Accountants,1,-54
12329,0,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15001,-249,0,0,0,Managers,3,-8
12330,1,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,0,Core staff,3,-30
12331,1,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12002,-2262,1,0,0,Sales staff,2,-20
12332,1,M,Y,Y,1,310500.0,Working,Higher education,Married,House / apartment,-11023,-3093,0,0,1,IT staff,3,-22
12333,0,M,Y,Y,0,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-17309,-3500,0,0,0,Unknown,2,-22
12334,1,F,N,N,0,450000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21406,1,0,0,0,No,2,-5
12335,1,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16340,-8647,0,0,0,Medicine staff,2,-10
12336,1,M,Y,Y,1,193500.0,Working,Secondary / secondary special,Married,House / apartment,-10439,-2250,1,0,0,Core staff,3,-47
12337,1,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15743,-2052,0,1,0,Laborers,2,-59
12338,1,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1936,0,0,0,Sales staff,2,-10
12339,1,M,N,N,0,337500.0,Working,Higher education,Married,House / apartment,-13631,-2538,0,1,0,Unknown,2,-42
12340,1,F,Y,Y,0,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-11337,-1196,0,0,0,High skill tech staff,2,-13
12341,1,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-10267,-2593,1,0,0,Sales staff,1,-23
12342,1,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22116,1,0,0,0,No,1,-37
12343,1,F,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15934,-3328,0,0,0,Cleaning staff,3,-21
12344,1,F,N,N,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-11974,-1388,0,0,0,Sales staff,1,-47
12345,1,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,0,0,0,Managers,2,-22
12346,1,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,0,Managers,2,-16
12347,1,F,N,N,0,135000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13120,-5578,0,0,0,Medicine staff,2,-60
12348,1,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13541,-3427,0,0,0,Core staff,3,-11
12349,1,F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-19931,-1313,0,0,0,Unknown,2,-42
